batch,seed,policy,policy_label,n,selected_gpi_mean,selected_gpi_sd,selected_gpi_ci95,selected_gpi_median,selected_gpi_q05,selected_gpi_q95,selected_synthetic_utility_mean,selected_synthetic_utility_sd,selected_synthetic_utility_ci95,selected_synthetic_utility_median,selected_synthetic_utility_q05,selected_synthetic_utility_q95,selected_oracle_regret_mean,selected_oracle_regret_sd,selected_oracle_regret_ci95,selected_oracle_regret_median,selected_oracle_regret_q05,selected_oracle_regret_q95,oracle_best_hit_mean,oracle_best_hit_sd,oracle_best_hit_ci95,oracle_best_hit_median,oracle_best_hit_q05,oracle_best_hit_q95,oracle_top2_hit_mean,oracle_top2_hit_sd,oracle_top2_hit_ci95,oracle_top2_hit_median,oracle_top2_hit_q05,oracle_top2_hit_q95
4,20263821,direct_llm,Direct-generation proxy,500,0.385989,0.035474,0.003109,0.384946,0.331438,0.442806,0.625579,0.062238,0.005455,0.630142,0.515980,0.720626,0.011551,0.025046,0.002195,0.000000,0.000000,0.065965,0.700000,0.458717,0.040208,1,0,1,0.918000,0.274639,0.024073,1,0,1
4,20263821,evidence_only,Evidence only,500,0.488852,0.039086,0.003426,0.484675,0.425042,0.555657,0.623816,0.064216,0.005629,0.627985,0.518955,0.718845,0.013314,0.027173,0.002382,0.000000,0.000000,0.076521,0.674000,0.469217,0.041129,1,0,1,0.896000,0.305566,0.026784,1,0,1
4,20263821,evidence_role,Evidence + role,500,0.553418,0.034851,0.003055,0.552886,0.498421,0.613218,0.622298,0.063235,0.005543,0.625487,0.510583,0.716472,0.014832,0.029814,0.002613,0.000000,0.000000,0.074013,0.656000,0.475517,0.041681,1,0,1,0.922000,0.268440,0.023530,1,0,1
4,20263821,evidence_critique,Evidence + critique,500,0.536343,0.033459,0.002933,0.536010,0.482755,0.587695,0.626518,0.063218,0.005541,0.629521,0.525650,0.719184,0.010612,0.024014,0.002105,0.000000,0.000000,0.066453,0.716000,0.451388,0.039566,1,0,1,0.938000,0.241397,0.021159,1,0,1
4,20263821,full_framework,Full framework,500,0.642226,0.033154,0.002906,0.639786,0.590055,0.696681,0.626920,0.060667,0.005318,0.630142,0.522812,0.718845,0.010210,0.023846,0.002090,0.000000,0.000000,0.063455,0.734000,0.442307,0.038770,1,0,1,0.932000,0.251998,0.022089,1,0,1
5,20263858,direct_llm,Direct-generation proxy,500,0.385549,0.036136,0.003167,0.381932,0.328452,0.448772,0.624209,0.063219,0.005541,0.626609,0.521251,0.728318,0.013880,0.030795,0.002699,0.000000,0.000000,0.086884,0.700000,0.458717,0.040208,1,0,1,0.912000,0.283579,0.024857,1,0,1
5,20263858,evidence_only,Evidence only,500,0.488089,0.036546,0.003203,0.487565,0.429837,0.545417,0.626361,0.063613,0.005576,0.630514,0.519050,0.732858,0.011729,0.028016,0.002456,0.000000,0.000000,0.075850,0.708000,0.455138,0.039895,1,0,1,0.920000,0.271565,0.023804,1,0,1
5,20263858,evidence_role,Evidence + role,500,0.553098,0.037496,0.003287,0.550981,0.490290,0.617900,0.626341,0.066307,0.005812,0.631235,0.518114,0.734331,0.011748,0.023848,0.002090,0.000000,0.000000,0.067416,0.692000,0.462129,0.040507,1,0,1,0.918000,0.274639,0.024073,1,0,1
5,20263858,evidence_critique,Evidence + critique,500,0.536671,0.035173,0.003083,0.535948,0.479428,0.593012,0.625959,0.065458,0.005738,0.627032,0.515899,0.734331,0.012130,0.026751,0.002345,0.000000,0.000000,0.067818,0.700000,0.458717,0.040208,1,0,1,0.904000,0.294886,0.025848,1,0,1
5,20263858,full_framework,Full framework,500,0.640222,0.034260,0.003003,0.639050,0.587489,0.699707,0.629125,0.063186,0.005538,0.631704,0.524823,0.734331,0.008965,0.021265,0.001864,0.000000,0.000000,0.055976,0.734000,0.442307,0.038770,1,0,1,0.936000,0.244998,0.021475,1,0,1
6,20263895,direct_llm,Direct-generation proxy,500,0.386540,0.035052,0.003072,0.386288,0.330767,0.445702,0.627207,0.065103,0.005707,0.627775,0.512409,0.732691,0.013207,0.028096,0.002463,0.000000,0.000000,0.071323,0.672000,0.469955,0.041193,1,0,1,0.898000,0.302951,0.026555,1,0,1
6,20263895,evidence_only,Evidence only,500,0.487050,0.035692,0.003129,0.485237,0.433971,0.552393,0.627147,0.065260,0.005720,0.628529,0.509638,0.730021,0.013266,0.029573,0.002592,0.000000,0.000000,0.079018,0.696000,0.460443,0.040360,1,0,1,0.918000,0.274639,0.024073,1,0,1
6,20263895,evidence_role,Evidence + role,500,0.554511,0.034977,0.003066,0.554526,0.500409,0.613368,0.627218,0.065109,0.005707,0.630662,0.517133,0.729154,0.013195,0.029564,0.002591,0.000000,0.000000,0.077903,0.704000,0.456948,0.040053,1,0,1,0.938000,0.241397,0.021159,1,0,1
6,20263895,evidence_critique,Evidence + critique,500,0.534818,0.034316,0.003008,0.533908,0.479585,0.592762,0.630152,0.063799,0.005592,0.631736,0.517876,0.730930,0.010261,0.023083,0.002023,0.000000,0.000000,0.060091,0.716000,0.451388,0.039566,1,0,1,0.938000,0.241397,0.021159,1,0,1
6,20263895,full_framework,Full framework,500,0.642082,0.033421,0.002929,0.640769,0.588908,0.700957,0.629512,0.063120,0.005533,0.629154,0.519789,0.729154,0.010901,0.022962,0.002013,0.000000,0.000000,0.068231,0.718000,0.450424,0.039481,1,0,1,0.928000,0.258747,0.022680,1,0,1
7,20263932,direct_llm,Direct-generation proxy,500,0.387620,0.034128,0.002991,0.386250,0.333602,0.447543,0.627766,0.061700,0.005408,0.628351,0.527135,0.728349,0.012958,0.027063,0.002372,0.000000,0.000000,0.067398,0.684000,0.465379,0.040792,1,0,1,0.924000,0.265264,0.023251,1,0,1
7,20263932,evidence_only,Evidence only,500,0.490570,0.035921,0.003149,0.487202,0.434127,0.550804,0.628403,0.061239,0.005368,0.629159,0.528691,0.730445,0.012321,0.026135,0.002291,0.000000,0.000000,0.065411,0.716000,0.451388,0.039566,1,0,1,0.922000,0.268440,0.023530,1,0,1
7,20263932,evidence_role,Evidence + role,500,0.554350,0.035540,0.003115,0.551898,0.499931,0.614960,0.628777,0.063948,0.005605,0.630232,0.522966,0.728531,0.011947,0.023455,0.002056,0.000000,0.000000,0.064013,0.680000,0.466943,0.040929,1,0,1,0.910000,0.286468,0.025110,1,0,1
7,20263932,evidence_critique,Evidence + critique,500,0.536948,0.032493,0.002848,0.535008,0.486120,0.595684,0.629884,0.061034,0.005350,0.629370,0.528038,0.728349,0.010839,0.025922,0.002272,0.000000,0.000000,0.065995,0.736000,0.441241,0.038676,1,0,1,0.918000,0.274639,0.024073,1,0,1
7,20263932,full_framework,Full framework,500,0.643149,0.033268,0.002916,0.642306,0.590660,0.700177,0.630753,0.061928,0.005428,0.631444,0.519604,0.730445,0.009971,0.022909,0.002008,0.000000,0.000000,0.064013,0.730000,0.444404,0.038954,1,0,1,0.932000,0.251998,0.022089,1,0,1
8,20263969,direct_llm,Direct-generation proxy,500,0.385994,0.035416,0.003104,0.384537,0.331577,0.449685,0.623469,0.061553,0.005395,0.625961,0.510088,0.720051,0.012269,0.027324,0.002395,0.000000,0.000000,0.080303,0.716000,0.451388,0.039566,1,0,1,0.930000,0.255403,0.022387,1,0,1
8,20263969,evidence_only,Evidence only,500,0.488034,0.035762,0.003135,0.486992,0.432417,0.551488,0.624823,0.062957,0.005518,0.627718,0.512226,0.728170,0.010916,0.023592,0.002068,0.000000,0.000000,0.067609,0.724000,0.447464,0.039222,1,0,1,0.924000,0.265264,0.023251,1,0,1
8,20263969,evidence_role,Evidence + role,500,0.552749,0.036300,0.003182,0.550581,0.494714,0.613705,0.623468,0.063076,0.005529,0.626784,0.508434,0.726737,0.012271,0.027904,0.002446,0.000000,0.000000,0.080650,0.732000,0.443361,0.038862,1,0,1,0.922000,0.268440,0.023530,1,0,1
8,20263969,evidence_critique,Evidence + critique,500,0.534468,0.034296,0.003006,0.531399,0.482100,0.591539,0.624237,0.062776,0.005503,0.625961,0.510088,0.729188,0.011501,0.023799,0.002086,0.000000,0.000000,0.066923,0.698000,0.459585,0.040284,1,0,1,0.918000,0.274639,0.024073,1,0,1
8,20263969,full_framework,Full framework,500,0.639043,0.032218,0.002824,0.637579,0.586615,0.693668,0.624733,0.060808,0.005330,0.627390,0.519656,0.718646,0.011005,0.025920,0.002272,0.000000,0.000000,0.068477,0.728000,0.445436,0.039044,1,0,1,0.922000,0.268440,0.023530,1,0,1
9,20264006,direct_llm,Direct-generation proxy,500,0.384902,0.038181,0.003347,0.383447,0.327020,0.447996,0.623516,0.063688,0.005582,0.621937,0.525738,0.723972,0.011738,0.025686,0.002251,0.000000,0.000000,0.078122,0.704000,0.456948,0.040053,1,0,1,0.910000,0.286468,0.025110,1,0,1
9,20264006,evidence_only,Evidence only,500,0.486681,0.037716,0.003306,0.483790,0.428071,0.550976,0.623245,0.062988,0.005521,0.619746,0.525280,0.726149,0.012009,0.025915,0.002272,0.000000,0.000000,0.071564,0.696000,0.460443,0.040360,1,0,1,0.910000,0.286468,0.025110,1,0,1
9,20264006,evidence_role,Evidence + role,500,0.552028,0.036673,0.003215,0.551474,0.493962,0.612505,0.621629,0.063872,0.005599,0.620594,0.516898,0.723972,0.013625,0.027803,0.002437,0.000000,0.000000,0.066605,0.656000,0.475517,0.041681,1,0,1,0.902000,0.297612,0.026087,1,0,1
9,20264006,evidence_critique,Evidence + critique,500,0.534320,0.034346,0.003011,0.533524,0.482417,0.592363,0.624992,0.061318,0.005375,0.623791,0.523257,0.726031,0.010262,0.023087,0.002024,0.000000,0.000000,0.063723,0.710000,0.454216,0.039814,1,0,1,0.926000,0.262033,0.022968,1,0,1
9,20264006,full_framework,Full framework,500,0.639071,0.033917,0.002973,0.639426,0.583568,0.696817,0.626373,0.061634,0.005402,0.628133,0.525463,0.724698,0.008881,0.020253,0.001775,0.000000,0.000000,0.057796,0.724000,0.447464,0.039222,1,0,1,0.936000,0.244998,0.021475,1,0,1
10,20264043,direct_llm,Direct-generation proxy,500,0.386807,0.037778,0.003311,0.386587,0.327403,0.452763,0.626844,0.064162,0.005624,0.626856,0.514723,0.730220,0.012428,0.027517,0.002412,0.000000,0.000000,0.077625,0.722000,0.448462,0.039309,1,0,1,0.896000,0.305566,0.026784,1,0,1
10,20264043,evidence_only,Evidence only,500,0.490338,0.037776,0.003311,0.487850,0.432134,0.553378,0.626891,0.064462,0.005650,0.628961,0.518473,0.733699,0.012380,0.027183,0.002383,0.000000,0.000000,0.075805,0.702000,0.457838,0.040131,1,0,1,0.918000,0.274639,0.024073,1,0,1
10,20264043,evidence_role,Evidence + role,500,0.552860,0.039015,0.003420,0.551441,0.494391,0.620624,0.627779,0.064446,0.005649,0.630848,0.511727,0.733699,0.011492,0.026305,0.002306,0.000000,0.000000,0.070170,0.718000,0.450424,0.039481,1,0,1,0.922000,0.268440,0.023530,1,0,1
10,20264043,evidence_critique,Evidence + critique,500,0.536468,0.034592,0.003032,0.534918,0.483111,0.596254,0.627464,0.066685,0.005845,0.630595,0.515946,0.733699,0.011807,0.024602,0.002156,0.000000,0.000000,0.064986,0.696000,0.460443,0.040360,1,0,1,0.898000,0.302951,0.026555,1,0,1
10,20264043,full_framework,Full framework,500,0.639806,0.033220,0.002912,0.639626,0.587268,0.694909,0.629032,0.065518,0.005743,0.630595,0.519400,0.733699,0.010239,0.023136,0.002028,0.000000,0.000000,0.066991,0.728000,0.445436,0.039044,1,0,1,0.926000,0.262033,0.022968,1,0,1
11,20264080,direct_llm,Direct-generation proxy,500,0.387129,0.035228,0.003088,0.383799,0.333151,0.449747,0.627320,0.062256,0.005457,0.625350,0.527121,0.728313,0.013473,0.030051,0.002634,0.000000,0.000000,0.084613,0.686000,0.464581,0.040722,1,0,1,0.906000,0.292121,0.025606,1,0,1
11,20264080,evidence_only,Evidence only,500,0.488757,0.038266,0.003354,0.487254,0.430189,0.553697,0.626130,0.063455,0.005562,0.626633,0.519569,0.728313,0.014663,0.031081,0.002724,0.000000,0.000000,0.080215,0.682000,0.466166,0.040861,1,0,1,0.912000,0.283579,0.024857,1,0,1
11,20264080,evidence_role,Evidence + role,500,0.554612,0.037079,0.003250,0.551564,0.498288,0.620197,0.629725,0.062468,0.005476,0.627449,0.527316,0.731489,0.011068,0.024061,0.002109,0.000000,0.000000,0.069309,0.726000,0.446456,0.039134,1,0,1,0.908000,0.289315,0.025360,1,0,1
11,20264080,evidence_critique,Evidence + critique,500,0.536711,0.034407,0.003016,0.535184,0.482265,0.594336,0.631387,0.062916,0.005515,0.634101,0.524946,0.731489,0.009406,0.022395,0.001963,0.000000,0.000000,0.052884,0.738000,0.440163,0.038582,1,0,1,0.934000,0.248531,0.021785,1,0,1
11,20264080,full_framework,Full framework,500,0.643590,0.032737,0.002869,0.642113,0.592262,0.701314,0.630374,0.063133,0.005534,0.633593,0.523470,0.731406,0.010419,0.023488,0.002059,0.000000,0.000000,0.070094,0.726000,0.446456,0.039134,1,0,1,0.924000,0.265264,0.023251,1,0,1
12,20264117,direct_llm,Direct-generation proxy,500,0.385881,0.034560,0.003029,0.383606,0.329710,0.446145,0.625700,0.064616,0.005664,0.625901,0.507811,0.726088,0.010794,0.024338,0.002133,0.000000,0.000000,0.068355,0.726000,0.446456,0.039134,1,0,1,0.926000,0.262033,0.022968,1,0,1
12,20264117,evidence_only,Evidence only,500,0.487511,0.036913,0.003236,0.485152,0.428306,0.552284,0.623049,0.063461,0.005563,0.623621,0.513286,0.718394,0.013446,0.028251,0.002476,0.000000,0.000000,0.074065,0.680000,0.466943,0.040929,1,0,1,0.910000,0.286468,0.025110,1,0,1
12,20264117,evidence_role,Evidence + role,500,0.552334,0.037457,0.003283,0.550898,0.492307,0.614521,0.623140,0.066265,0.005808,0.624042,0.505086,0.721991,0.013354,0.028522,0.002500,0.000000,0.000000,0.072674,0.686000,0.464581,0.040722,1,0,1,0.894000,0.308146,0.027010,1,0,1
12,20264117,evidence_critique,Evidence + critique,500,0.534079,0.034040,0.002984,0.534718,0.477640,0.591226,0.625577,0.063037,0.005525,0.627585,0.515158,0.722520,0.010917,0.025333,0.002221,0.000000,0.000000,0.068118,0.712000,0.453285,0.039732,1,0,1,0.926000,0.262033,0.022968,1,0,1
12,20264117,full_framework,Full framework,500,0.640165,0.034131,0.002992,0.638630,0.580268,0.697704,0.628270,0.063361,0.005554,0.629183,0.512920,0.722513,0.008224,0.021949,0.001924,0.000000,0.000000,0.061411,0.778000,0.416007,0.036465,1,0,1,0.926000,0.262033,0.022968,1,0,1
13,20264154,direct_llm,Direct-generation proxy,500,0.387469,0.036877,0.003232,0.387152,0.329855,0.447366,0.625954,0.059608,0.005225,0.629310,0.522611,0.720741,0.011119,0.022907,0.002008,0.000000,0.000000,0.063780,0.694000,0.461291,0.040434,1,0,1,0.922000,0.268440,0.023530,1,0,1
13,20264154,evidence_only,Evidence only,500,0.488586,0.035919,0.003148,0.486958,0.431878,0.548734,0.623485,0.063047,0.005526,0.626745,0.517239,0.721918,0.013588,0.028315,0.002482,0.000000,0.000000,0.079002,0.668000,0.471403,0.041320,1,0,1,0.912000,0.283579,0.024857,1,0,1
13,20264154,evidence_role,Evidence + role,500,0.551262,0.036460,0.003196,0.550956,0.491976,0.612837,0.623522,0.061867,0.005423,0.627054,0.511881,0.718657,0.013552,0.027491,0.002410,0.000000,0.000000,0.075453,0.668000,0.471403,0.041320,1,0,1,0.908000,0.289315,0.025360,1,0,1
13,20264154,evidence_critique,Evidence + critique,500,0.535058,0.031418,0.002754,0.532548,0.488834,0.585617,0.624819,0.061305,0.005374,0.629300,0.519719,0.720741,0.012255,0.025908,0.002271,0.000000,0.000000,0.073053,0.704000,0.456948,0.040053,1,0,1,0.918000,0.274639,0.024073,1,0,1
13,20264154,full_framework,Full framework,500,0.640953,0.031928,0.002799,0.640805,0.589638,0.694195,0.626580,0.059430,0.005209,0.631742,0.524756,0.719794,0.010493,0.023850,0.002091,0.000000,0.000000,0.063669,0.724000,0.447464,0.039222,1,0,1,0.930000,0.255403,0.022387,1,0,1
14,20264191,direct_llm,Direct-generation proxy,500,0.383814,0.034944,0.003063,0.381917,0.326360,0.442618,0.625148,0.064964,0.005694,0.627933,0.515831,0.727648,0.009203,0.022380,0.001962,0.000000,0.000000,0.063527,0.738000,0.440163,0.038582,1,0,1,0.928000,0.258747,0.022680,1,0,1
14,20264191,evidence_only,Evidence only,500,0.485586,0.036265,0.003179,0.484872,0.427817,0.550575,0.623539,0.064232,0.005630,0.625832,0.516319,0.728477,0.010813,0.023997,0.002103,0.000000,0.000000,0.063878,0.718000,0.450424,0.039481,1,0,1,0.920000,0.271565,0.023804,1,0,1
14,20264191,evidence_role,Evidence + role,500,0.548711,0.036297,0.003182,0.547543,0.492269,0.612167,0.622151,0.065197,0.005715,0.625916,0.508599,0.727648,0.012201,0.025927,0.002273,0.000000,0.000000,0.071056,0.698000,0.459585,0.040284,1,0,1,0.902000,0.297612,0.026087,1,0,1
14,20264191,evidence_critique,Evidence + critique,500,0.533576,0.035819,0.003140,0.530921,0.476288,0.594217,0.624459,0.065788,0.005767,0.628010,0.507645,0.728377,0.009893,0.024139,0.002116,0.000000,0.000000,0.060459,0.746000,0.435734,0.038194,1,0,1,0.914000,0.280645,0.024600,1,0,1
14,20264191,full_framework,Full framework,500,0.639878,0.032039,0.002808,0.639005,0.587439,0.697520,0.624674,0.064267,0.005633,0.627615,0.507639,0.726034,0.009677,0.022916,0.002009,0.000000,0.000000,0.058498,0.716000,0.451388,0.039566,1,0,1,0.930000,0.255403,0.022387,1,0,1
15,20264228,direct_llm,Direct-generation proxy,500,0.386372,0.036609,0.003209,0.382004,0.332675,0.451560,0.622038,0.062970,0.005520,0.625243,0.514100,0.716293,0.012627,0.025963,0.002276,0.000000,0.000000,0.074593,0.684000,0.465379,0.040792,1,0,1,0.916000,0.277666,0.024338,1,0,1
15,20264228,evidence_only,Evidence only,500,0.485869,0.037693,0.003304,0.483649,0.424218,0.549838,0.621800,0.064004,0.005610,0.626461,0.510575,0.716812,0.012866,0.026347,0.002309,0.000000,0.000000,0.073203,0.698000,0.459585,0.040284,1,0,1,0.902000,0.297612,0.026087,1,0,1
15,20264228,evidence_role,Evidence + role,500,0.552117,0.036496,0.003199,0.551548,0.493146,0.609963,0.623433,0.062581,0.005485,0.625404,0.521347,0.720149,0.011233,0.023405,0.002052,0.000000,0.000000,0.066146,0.702000,0.457838,0.040131,1,0,1,0.912000,0.283579,0.024857,1,0,1
15,20264228,evidence_critique,Evidence + critique,500,0.534738,0.035294,0.003094,0.535335,0.475281,0.590343,0.623937,0.063287,0.005547,0.625909,0.521179,0.720149,0.010729,0.024102,0.002113,0.000000,0.000000,0.066461,0.726000,0.446456,0.039134,1,0,1,0.910000,0.286468,0.025110,1,0,1
15,20264228,full_framework,Full framework,500,0.640570,0.033134,0.002904,0.639990,0.589033,0.695402,0.624916,0.061709,0.005409,0.628633,0.519328,0.716812,0.009749,0.022409,0.001964,0.000000,0.000000,0.058192,0.738000,0.440163,0.038582,1,0,1,0.934000,0.248531,0.021785,1,0,1
16,20264265,direct_llm,Direct-generation proxy,500,0.384547,0.035611,0.003121,0.383740,0.327431,0.445574,0.623282,0.066124,0.005796,0.625869,0.513526,0.725334,0.012575,0.028438,0.002493,0.000000,0.000000,0.072901,0.702000,0.457838,0.040131,1,0,1,0.908000,0.289315,0.025360,1,0,1
16,20264265,evidence_only,Evidence only,500,0.488398,0.038829,0.003404,0.488765,0.427827,0.554859,0.621827,0.065831,0.005770,0.627343,0.511248,0.720375,0.014030,0.028943,0.002537,0.000000,0.000000,0.081331,0.664000,0.472812,0.041444,1,0,1,0.910000,0.286468,0.025110,1,0,1
16,20264265,evidence_role,Evidence + role,500,0.550822,0.038308,0.003358,0.553250,0.486486,0.614068,0.621591,0.066791,0.005854,0.626612,0.500925,0.725125,0.014265,0.031348,0.002748,0.000000,0.000000,0.080558,0.680000,0.466943,0.040929,1,0,1,0.904000,0.294886,0.025848,1,0,1
16,20264265,evidence_critique,Evidence + critique,500,0.535313,0.036677,0.003215,0.533916,0.478924,0.596822,0.624718,0.065777,0.005766,0.625278,0.516449,0.725334,0.011139,0.023918,0.002097,0.000000,0.000000,0.067167,0.674000,0.469217,0.041129,1,0,1,0.930000,0.255403,0.022387,1,0,1
16,20264265,full_framework,Full framework,500,0.641572,0.032574,0.002855,0.639553,0.588492,0.696931,0.628301,0.063966,0.005607,0.631265,0.517961,0.727493,0.007556,0.019017,0.001667,0.000000,0.000000,0.052838,0.746000,0.435734,0.038194,1,0,1,0.950000,0.218163,0.019123,1,0,1
17,20264302,direct_llm,Direct-generation proxy,500,0.386858,0.035790,0.003137,0.387474,0.327795,0.445327,0.629116,0.062798,0.005504,0.631592,0.522067,0.733688,0.011479,0.027620,0.002421,0.000000,0.000000,0.062498,0.724000,0.447464,0.039222,1,0,1,0.938000,0.241397,0.021159,1,0,1
17,20264302,evidence_only,Evidence only,500,0.488469,0.037556,0.003292,0.484486,0.431600,0.552194,0.630784,0.062949,0.005518,0.630674,0.526417,0.734760,0.009811,0.022821,0.002000,0.000000,0.000000,0.065449,0.742000,0.437972,0.038390,1,0,1,0.934000,0.248531,0.021785,1,0,1
17,20264302,evidence_role,Evidence + role,500,0.553054,0.034800,0.003050,0.551446,0.495602,0.614075,0.628607,0.064741,0.005675,0.629404,0.518204,0.734261,0.011988,0.028404,0.002490,0.000000,0.000000,0.070009,0.714000,0.452342,0.039650,1,0,1,0.924000,0.265264,0.023251,1,0,1
17,20264302,evidence_critique,Evidence + critique,500,0.535956,0.035141,0.003080,0.533800,0.478947,0.596882,0.631053,0.064229,0.005630,0.633217,0.523695,0.734261,0.009542,0.022685,0.001988,0.000000,0.000000,0.067588,0.756000,0.429923,0.037684,1,0,1,0.938000,0.241397,0.021159,1,0,1
17,20264302,full_framework,Full framework,500,0.640344,0.033663,0.002951,0.638190,0.586190,0.698360,0.630827,0.063823,0.005594,0.631524,0.520555,0.734830,0.009768,0.022114,0.001938,0.000000,0.000000,0.065114,0.750000,0.433446,0.037993,1,0,1,0.928000,0.258747,0.022680,1,0,1
18,20264339,direct_llm,Direct-generation proxy,500,0.384238,0.035974,0.003153,0.383054,0.327966,0.444878,0.620869,0.062920,0.005515,0.621166,0.510177,0.723816,0.013987,0.029305,0.002569,0.000000,0.000000,0.080052,0.684000,0.465379,0.040792,1,0,1,0.908000,0.289315,0.025360,1,0,1
