factorial_seed_index,factorial_seed,evidence,role,flow,critique,gate,policy,policy_label,n,selected_gpi_mean,selected_gpi_sd,selected_gpi_ci95,selected_gpi_median,selected_gpi_q05,selected_gpi_q95,selected_controllability_mean,selected_controllability_sd,selected_controllability_ci95,selected_controllability_median,selected_controllability_q05,selected_controllability_q95,selected_traceability_mean,selected_traceability_sd,selected_traceability_ci95,selected_traceability_median,selected_traceability_q05,selected_traceability_q95
1,20267710,1,1,0,1,1,f11011,f11011,1000,0.622020,0.032657,0.002024,0.622159,0.569629,0.681468,0.752776,0.020620,0.001278,0.749367,0.723237,0.783838,0.690139,0.087447,0.005420,0.689474,0.548800,0.835385
1,20267710,0,0,1,1,1,f00111,f00111,1000,0.508185,0.032140,0.001992,0.508100,0.456854,0.560828,0.629818,0.021242,0.001317,0.625979,0.599863,0.661970,0.327242,0.096123,0.005958,0.325556,0.174667,0.487273
1,20267710,1,0,1,1,1,f10111,f10111,1000,0.597418,0.032657,0.002024,0.597558,0.545027,0.656866,0.629768,0.020620,0.001278,0.626359,0.600229,0.660830,0.690139,0.087447,0.005420,0.689474,0.548800,0.835385
1,20267710,0,1,1,1,1,f01111,f01111,1000,0.550387,0.032140,0.001992,0.550302,0.499056,0.603030,0.840826,0.021242,0.001317,0.836987,0.810871,0.872978,0.327242,0.096123,0.005958,0.325556,0.174667,0.487273
1,20267710,1,1,1,1,1,f11111,f11111,1000,0.639620,0.032657,0.002024,0.639759,0.587229,0.699068,0.840776,0.020620,0.001278,0.837367,0.811237,0.871838,0.690139,0.087447,0.005420,0.689474,0.548800,0.835385
2,20267747,0,0,0,0,0,f00000,f00000,1000,0.403643,0.035903,0.002225,0.402857,0.343816,0.463744,0.240368,0.040763,0.002527,0.245099,0.173544,0.299958,0.328597,0.099041,0.006139,0.327500,0.172308,0.492121
2,20267747,1,0,0,0,0,f10000,f10000,1000,0.498536,0.035957,0.002229,0.497685,0.443011,0.559100,0.240080,0.040912,0.002536,0.245364,0.171311,0.297716,0.688454,0.091585,0.005677,0.693488,0.524000,0.835385
2,20267747,0,1,0,0,0,f01000,f01000,1000,0.445845,0.035903,0.002225,0.445059,0.386018,0.505946,0.451376,0.040763,0.002527,0.456107,0.384552,0.510966,0.328597,0.099041,0.006139,0.327500,0.172308,0.492121
2,20267747,1,1,0,0,0,f11000,f11000,1000,0.540737,0.035957,0.002229,0.539886,0.485213,0.601302,0.451088,0.040912,0.002536,0.456372,0.382319,0.508724,0.688454,0.091585,0.005677,0.693488,0.524000,0.835385
2,20267747,0,0,1,0,0,f00100,f00100,1000,0.421243,0.035903,0.002225,0.420457,0.361416,0.481344,0.328368,0.040763,0.002527,0.333099,0.261544,0.387958,0.328597,0.099041,0.006139,0.327500,0.172308,0.492121
2,20267747,1,0,1,0,0,f10100,f10100,1000,0.516136,0.035957,0.002229,0.515285,0.460611,0.576700,0.328080,0.040912,0.002536,0.333364,0.259311,0.385716,0.688454,0.091585,0.005677,0.693488,0.524000,0.835385
2,20267747,0,1,1,0,0,f01100,f01100,1000,0.463445,0.035903,0.002225,0.462659,0.403618,0.523546,0.539376,0.040763,0.002527,0.544107,0.472552,0.598966,0.328597,0.099041,0.006139,0.327500,0.172308,0.492121
2,20267747,1,1,1,0,0,f11100,f11100,1000,0.558337,0.035957,0.002229,0.557486,0.502813,0.618902,0.539088,0.040912,0.002536,0.544372,0.470319,0.596724,0.688454,0.091585,0.005677,0.693488,0.524000,0.835385
2,20267747,0,0,0,1,0,f00010,f00010,1000,0.429358,0.034500,0.002138,0.429134,0.372145,0.487103,0.240368,0.040763,0.002527,0.245099,0.173544,0.299958,0.327000,0.097976,0.006073,0.327500,0.173913,0.488333
2,20267747,1,0,0,1,0,f10010,f10010,1000,0.516953,0.033526,0.002078,0.516542,0.463410,0.571980,0.240080,0.040912,0.002536,0.245364,0.171311,0.297716,0.685314,0.090458,0.005607,0.689412,0.524000,0.830000
2,20267747,0,1,0,1,0,f01010,f01010,1000,0.471560,0.034500,0.002138,0.471336,0.414346,0.529305,0.451376,0.040763,0.002527,0.456107,0.384552,0.510966,0.327000,0.097976,0.006073,0.327500,0.173913,0.488333
2,20267747,1,1,0,1,0,f11010,f11010,1000,0.559154,0.033526,0.002078,0.558743,0.505612,0.614181,0.451088,0.040912,0.002536,0.456372,0.382319,0.508724,0.685314,0.090458,0.005607,0.689412,0.524000,0.830000
2,20267747,0,0,1,1,0,f00110,f00110,1000,0.446958,0.034500,0.002138,0.446734,0.389745,0.504703,0.328368,0.040763,0.002527,0.333099,0.261544,0.387958,0.327000,0.097976,0.006073,0.327500,0.173913,0.488333
2,20267747,1,0,1,1,0,f10110,f10110,1000,0.534553,0.033526,0.002078,0.534142,0.481010,0.589580,0.328080,0.040912,0.002536,0.333364,0.259311,0.385716,0.685314,0.090458,0.005607,0.689412,0.524000,0.830000
2,20267747,0,1,1,1,0,f01110,f01110,1000,0.489160,0.034500,0.002138,0.488936,0.431946,0.546905,0.539376,0.040763,0.002527,0.544107,0.472552,0.598966,0.327000,0.097976,0.006073,0.327500,0.173913,0.488333
2,20267747,1,1,1,1,0,f11110,f11110,1000,0.576754,0.033526,0.002078,0.576343,0.523212,0.631781,0.539088,0.040912,0.002536,0.544372,0.470319,0.596724,0.685314,0.090458,0.005607,0.689412,0.524000,0.830000
2,20267747,0,0,0,0,1,f00001,f00001,1000,0.464698,0.035489,0.002200,0.464528,0.406851,0.523199,0.542058,0.020536,0.001273,0.537941,0.513203,0.574169,0.328618,0.099033,0.006138,0.327500,0.172308,0.492121
2,20267747,1,0,0,0,1,f10001,f10001,1000,0.559487,0.035596,0.002206,0.559192,0.502287,0.619201,0.541770,0.020656,0.001280,0.538514,0.512631,0.572706,0.688530,0.091435,0.005667,0.693488,0.524000,0.835385
2,20267747,0,1,0,0,1,f01001,f01001,1000,0.506900,0.035489,0.002200,0.506730,0.449053,0.565401,0.753066,0.020536,0.001273,0.748949,0.724211,0.785177,0.328618,0.099033,0.006138,0.327500,0.172308,0.492121
2,20267747,1,1,0,0,1,f11001,f11001,1000,0.601688,0.035596,0.002206,0.601393,0.544488,0.661402,0.752778,0.020656,0.001280,0.749522,0.723639,0.783714,0.688530,0.091435,0.005667,0.693488,0.524000,0.835385
2,20267747,0,0,1,0,1,f00101,f00101,1000,0.482298,0.035489,0.002200,0.482128,0.424451,0.540799,0.630058,0.020536,0.001273,0.625941,0.601203,0.662169,0.328618,0.099033,0.006138,0.327500,0.172308,0.492121
2,20267747,1,0,1,0,1,f10101,f10101,1000,0.577087,0.035596,0.002206,0.576792,0.519887,0.636801,0.629770,0.020656,0.001280,0.626514,0.600631,0.660706,0.688530,0.091435,0.005667,0.693488,0.524000,0.835385
2,20267747,0,1,1,0,1,f01101,f01101,1000,0.524500,0.035489,0.002200,0.524330,0.466653,0.583001,0.841066,0.020536,0.001273,0.836949,0.812211,0.873177,0.328618,0.099033,0.006138,0.327500,0.172308,0.492121
2,20267747,1,1,1,0,1,f11101,f11101,1000,0.619288,0.035596,0.002206,0.618993,0.562088,0.679002,0.840778,0.020656,0.001280,0.837522,0.811639,0.871714,0.688530,0.091435,0.005667,0.693488,0.524000,0.835385
2,20267747,0,0,0,1,1,f00011,f00011,1000,0.490772,0.034057,0.002111,0.490376,0.434075,0.546912,0.542058,0.020536,0.001273,0.537941,0.513203,0.574169,0.327241,0.097880,0.006067,0.327500,0.173913,0.488333
2,20267747,1,0,0,1,1,f10011,f10011,1000,0.578239,0.033141,0.002054,0.577655,0.523604,0.633952,0.541770,0.020656,0.001280,0.538514,0.512631,0.572706,0.685236,0.090264,0.005595,0.688485,0.524000,0.830000
2,20267747,0,1,0,1,1,f01011,f01011,1000,0.532974,0.034057,0.002111,0.532578,0.476277,0.589114,0.753066,0.020536,0.001273,0.748949,0.724211,0.785177,0.327241,0.097880,0.006067,0.327500,0.173913,0.488333
2,20267747,1,1,0,1,1,f11011,f11011,1000,0.620440,0.033141,0.002054,0.619857,0.565806,0.676154,0.752778,0.020656,0.001280,0.749522,0.723639,0.783714,0.685236,0.090264,0.005595,0.688485,0.524000,0.830000
2,20267747,0,0,1,1,1,f00111,f00111,1000,0.508372,0.034057,0.002111,0.507976,0.451675,0.564512,0.630058,0.020536,0.001273,0.625941,0.601203,0.662169,0.327241,0.097880,0.006067,0.327500,0.173913,0.488333
2,20267747,1,0,1,1,1,f10111,f10111,1000,0.595839,0.033141,0.002054,0.595255,0.541204,0.651552,0.629770,0.020656,0.001280,0.626514,0.600631,0.660706,0.685236,0.090264,0.005595,0.688485,0.524000,0.830000
2,20267747,0,1,1,1,1,f01111,f01111,1000,0.550574,0.034057,0.002111,0.550178,0.493877,0.606714,0.841066,0.020536,0.001273,0.836949,0.812211,0.873177,0.327241,0.097880,0.006067,0.327500,0.173913,0.488333
2,20267747,1,1,1,1,1,f11111,f11111,1000,0.638040,0.033141,0.002054,0.637457,0.583406,0.693754,0.840778,0.020656,0.001280,0.837522,0.811639,0.871714,0.685236,0.090264,0.005595,0.688485,0.524000,0.830000
3,20267784,0,0,0,0,0,f00000,f00000,1000,0.404561,0.035630,0.002208,0.402299,0.347947,0.461983,0.239780,0.041220,0.002555,0.245760,0.171239,0.298694,0.332444,0.100162,0.006208,0.324000,0.181000,0.508000
3,20267784,1,0,0,0,0,f10000,f10000,1000,0.500209,0.036447,0.002259,0.500063,0.440652,0.563167,0.240015,0.040798,0.002529,0.245987,0.171933,0.298567,0.694116,0.090771,0.005626,0.693750,0.544242,0.847143
3,20267784,0,1,0,0,0,f01000,f01000,1000,0.446763,0.035630,0.002208,0.444501,0.390148,0.504185,0.450788,0.041220,0.002555,0.456768,0.382247,0.509702,0.332444,0.100162,0.006208,0.324000,0.181000,0.508000
3,20267784,1,1,0,0,0,f11000,f11000,1000,0.542410,0.036447,0.002259,0.542264,0.482853,0.605369,0.451023,0.040798,0.002529,0.456995,0.382941,0.509575,0.694116,0.090771,0.005626,0.693750,0.544242,0.847143
3,20267784,0,0,1,0,0,f00100,f00100,1000,0.422161,0.035630,0.002208,0.419899,0.365547,0.479583,0.327780,0.041220,0.002555,0.333760,0.259239,0.386694,0.332444,0.100162,0.006208,0.324000,0.181000,0.508000
3,20267784,1,0,1,0,0,f10100,f10100,1000,0.517809,0.036447,0.002259,0.517663,0.458252,0.580767,0.328015,0.040798,0.002529,0.333987,0.259933,0.386567,0.694116,0.090771,0.005626,0.693750,0.544242,0.847143
3,20267784,0,1,1,0,0,f01100,f01100,1000,0.464363,0.035630,0.002208,0.462101,0.407748,0.521785,0.538788,0.041220,0.002555,0.544768,0.470247,0.597702,0.332444,0.100162,0.006208,0.324000,0.181000,0.508000
3,20267784,1,1,1,0,0,f11100,f11100,1000,0.560010,0.036447,0.002259,0.559864,0.500453,0.622969,0.539023,0.040798,0.002529,0.544995,0.470941,0.597575,0.694116,0.090771,0.005626,0.693750,0.544242,0.847143
3,20267784,0,0,0,1,0,f00010,f00010,1000,0.430239,0.033747,0.002092,0.428740,0.377573,0.483534,0.239780,0.041220,0.002555,0.245760,0.171239,0.298694,0.331071,0.100074,0.006203,0.321667,0.181000,0.507059
3,20267784,1,0,0,1,0,f10010,f10010,1000,0.518714,0.033612,0.002083,0.519250,0.464961,0.575606,0.240015,0.040798,0.002529,0.245987,0.171933,0.298567,0.690719,0.091306,0.005659,0.693000,0.540000,0.840000
3,20267784,0,1,0,1,0,f01010,f01010,1000,0.472440,0.033747,0.002092,0.470941,0.419774,0.525736,0.450788,0.041220,0.002555,0.456768,0.382247,0.509702,0.331071,0.100074,0.006203,0.321667,0.181000,0.507059
3,20267784,1,1,0,1,0,f11010,f11010,1000,0.560915,0.033612,0.002083,0.561451,0.507162,0.617808,0.451023,0.040798,0.002529,0.456995,0.382941,0.509575,0.690719,0.091306,0.005659,0.693000,0.540000,0.840000
3,20267784,0,0,1,1,0,f00110,f00110,1000,0.447839,0.033747,0.002092,0.446340,0.395173,0.501134,0.327780,0.041220,0.002555,0.333760,0.259239,0.386694,0.331071,0.100074,0.006203,0.321667,0.181000,0.507059
3,20267784,1,0,1,1,0,f10110,f10110,1000,0.536314,0.033612,0.002083,0.536850,0.482561,0.593206,0.328015,0.040798,0.002529,0.333987,0.259933,0.386567,0.690719,0.091306,0.005659,0.693000,0.540000,0.840000
3,20267784,0,1,1,1,0,f01110,f01110,1000,0.490040,0.033747,0.002092,0.488541,0.437374,0.543336,0.538788,0.041220,0.002555,0.544768,0.470247,0.597702,0.331071,0.100074,0.006203,0.321667,0.181000,0.507059
3,20267784,1,1,1,1,0,f11110,f11110,1000,0.578515,0.033612,0.002083,0.579051,0.524762,0.635408,0.539023,0.040798,0.002529,0.544995,0.470941,0.597575,0.690719,0.091306,0.005659,0.693000,0.540000,0.840000
3,20267784,0,0,0,0,1,f00001,f00001,1000,0.465617,0.035423,0.002196,0.463610,0.410281,0.523927,0.541470,0.020846,0.001292,0.536364,0.511549,0.572378,0.332444,0.100162,0.006208,0.324000,0.181000,0.508000
3,20267784,1,0,0,0,1,f10001,f10001,1000,0.561153,0.036271,0.002248,0.560334,0.502519,0.622794,0.541705,0.020402,0.001265,0.537661,0.513008,0.572164,0.694059,0.090587,0.005615,0.693750,0.544242,0.846667
3,20267784,0,1,0,0,1,f01001,f01001,1000,0.507818,0.035423,0.002196,0.505811,0.452483,0.566129,0.752478,0.020846,0.001292,0.747372,0.722557,0.783386,0.332444,0.100162,0.006208,0.324000,0.181000,0.508000
3,20267784,1,1,0,0,1,f11001,f11001,1000,0.603355,0.036271,0.002248,0.602536,0.544721,0.664995,0.752713,0.020402,0.001265,0.748669,0.724016,0.783172,0.694059,0.090587,0.005615,0.693750,0.544242,0.846667
3,20267784,0,0,1,0,1,f00101,f00101,1000,0.483217,0.035423,0.002196,0.481210,0.427881,0.541527,0.629470,0.020846,0.001292,0.624364,0.599549,0.660378,0.332444,0.100162,0.006208,0.324000,0.181000,0.508000
3,20267784,1,0,1,0,1,f10101,f10101,1000,0.578753,0.036271,0.002248,0.577934,0.520119,0.640394,0.629705,0.020402,0.001265,0.625661,0.601008,0.660164,0.694059,0.090587,0.005615,0.693750,0.544242,0.846667
3,20267784,0,1,1,0,1,f01101,f01101,1000,0.525418,0.035423,0.002196,0.523411,0.470083,0.583729,0.840478,0.020846,0.001292,0.835372,0.810557,0.871386,0.332444,0.100162,0.006208,0.324000,0.181000,0.508000
3,20267784,1,1,1,0,1,f11101,f11101,1000,0.620955,0.036271,0.002248,0.620136,0.562321,0.682595,0.840713,0.020402,0.001265,0.836669,0.812016,0.871172,0.694059,0.090587,0.005615,0.693750,0.544242,0.846667
3,20267784,0,0,0,1,1,f00011,f00011,1000,0.491669,0.033426,0.002072,0.490854,0.439838,0.544750,0.541470,0.020846,0.001292,0.536364,0.511549,0.572378,0.330777,0.100280,0.006215,0.321290,0.180000,0.507059
3,20267784,1,0,0,1,1,f10011,f10011,1000,0.579986,0.033380,0.002069,0.579045,0.525873,0.636010,0.541705,0.020402,0.001265,0.537661,0.513008,0.572164,0.690471,0.091206,0.005653,0.690833,0.540000,0.840000
3,20267784,0,1,0,1,1,f01011,f01011,1000,0.533870,0.033426,0.002072,0.533056,0.482040,0.586951,0.752478,0.020846,0.001292,0.747372,0.722557,0.783386,0.330777,0.100280,0.006215,0.321290,0.180000,0.507059
3,20267784,1,1,0,1,1,f11011,f11011,1000,0.622187,0.033380,0.002069,0.621247,0.568074,0.678212,0.752713,0.020402,0.001265,0.748669,0.724016,0.783172,0.690471,0.091206,0.005653,0.690833,0.540000,0.840000
3,20267784,0,0,1,1,1,f00111,f00111,1000,0.509269,0.033426,0.002072,0.508454,0.457438,0.562350,0.629470,0.020846,0.001292,0.624364,0.599549,0.660378,0.330777,0.100280,0.006215,0.321290,0.180000,0.507059
3,20267784,1,0,1,1,1,f10111,f10111,1000,0.597586,0.033380,0.002069,0.596645,0.543473,0.653610,0.629705,0.020402,0.001265,0.625661,0.601008,0.660164,0.690471,0.091206,0.005653,0.690833,0.540000,0.840000
3,20267784,0,1,1,1,1,f01111,f01111,1000,0.551470,0.033426,0.002072,0.550656,0.499640,0.604551,0.840478,0.020846,0.001292,0.835372,0.810557,0.871386,0.330777,0.100280,0.006215,0.321290,0.180000,0.507059
3,20267784,1,1,1,1,1,f11111,f11111,1000,0.639787,0.033380,0.002069,0.638847,0.585674,0.695812,0.840713,0.020402,0.001265,0.836669,0.812016,0.871172,0.690471,0.091206,0.005653,0.690833,0.540000,0.840000
4,20267821,0,0,0,0,0,f00000,f00000,1000,0.403672,0.036610,0.002269,0.402319,0.346880,0.465509,0.240528,0.040664,0.002520,0.244643,0.172385,0.297961,0.331633,0.100382,0.006222,0.328421,0.180000,0.500000
4,20267821,1,0,0,0,0,f10000,f10000,1000,0.500529,0.036013,0.002232,0.499220,0.442899,0.559407,0.240297,0.040896,0.002535,0.244180,0.173292,0.298406,0.694020,0.089589,0.005553,0.693333,0.536667,0.843333
4,20267821,0,1,0,0,0,f01000,f01000,1000,0.445873,0.036610,0.002269,0.444521,0.389082,0.507711,0.451536,0.040664,0.002520,0.455651,0.383393,0.508969,0.331633,0.100382,0.006222,0.328421,0.180000,0.500000
4,20267821,1,1,0,0,0,f11000,f11000,1000,0.542731,0.036013,0.002232,0.541422,0.485100,0.601608,0.451305,0.040896,0.002535,0.455188,0.384300,0.509414,0.694020,0.089589,0.005553,0.693333,0.536667,0.843333
4,20267821,0,0,1,0,0,f00100,f00100,1000,0.421272,0.036610,0.002269,0.419919,0.364480,0.483109,0.328528,0.040664,0.002520,0.332643,0.260385,0.385961,0.331633,0.100382,0.006222,0.328421,0.180000,0.500000
4,20267821,1,0,1,0,0,f10100,f10100,1000,0.518129,0.036013,0.002232,0.516820,0.460499,0.577007,0.328297,0.040896,0.002535,0.332180,0.261292,0.386406,0.694020,0.089589,0.005553,0.693333,0.536667,0.843333
4,20267821,0,1,1,0,0,f01100,f01100,1000,0.463473,0.036610,0.002269,0.462121,0.406682,0.525311,0.539536,0.040664,0.002520,0.543651,0.471393,0.596969,0.331633,0.100382,0.006222,0.328421,0.180000,0.500000
4,20267821,1,1,1,0,0,f11100,f11100,1000,0.560331,0.036013,0.002232,0.559022,0.502700,0.619208,0.539305,0.040896,0.002535,0.543188,0.472300,0.597414,0.694020,0.089589,0.005553,0.693333,0.536667,0.843333
4,20267821,0,0,0,1,0,f00010,f00010,1000,0.429395,0.034653,0.002148,0.428371,0.375313,0.488360,0.240528,0.040664,0.002520,0.244643,0.172385,0.297961,0.330184,0.101179,0.006271,0.327500,0.178261,0.500000
4,20267821,1,0,0,1,0,f10010,f10010,1000,0.518847,0.033327,0.002066,0.517856,0.464344,0.573344,0.240297,0.040896,0.002535,0.244180,0.173292,0.298406,0.691065,0.090505,0.005610,0.691351,0.533600,0.841667
4,20267821,0,1,0,1,0,f01010,f01010,1000,0.471597,0.034653,0.002148,0.470573,0.417514,0.530562,0.451536,0.040664,0.002520,0.455651,0.383393,0.508969,0.330184,0.101179,0.006271,0.327500,0.178261,0.500000
4,20267821,1,1,0,1,0,f11010,f11010,1000,0.561048,0.033327,0.002066,0.560057,0.506546,0.615546,0.451305,0.040896,0.002535,0.455188,0.384300,0.509414,0.691065,0.090505,0.005610,0.691351,0.533600,0.841667
4,20267821,0,0,1,1,0,f00110,f00110,1000,0.446995,0.034653,0.002148,0.445971,0.392913,0.505960,0.328528,0.040664,0.002520,0.332643,0.260385,0.385961,0.330184,0.101179,0.006271,0.327500,0.178261,0.500000
4,20267821,1,0,1,1,0,f10110,f10110,1000,0.536447,0.033327,0.002066,0.535456,0.481944,0.590944,0.328297,0.040896,0.002535,0.332180,0.261292,0.386406,0.691065,0.090505,0.005610,0.691351,0.533600,0.841667
4,20267821,0,1,1,1,0,f01110,f01110,1000,0.489197,0.034653,0.002148,0.488173,0.435114,0.548162,0.539536,0.040664,0.002520,0.543651,0.471393,0.596969,0.330184,0.101179,0.006271,0.327500,0.178261,0.500000
4,20267821,1,1,1,1,0,f11110,f11110,1000,0.578648,0.033327,0.002066,0.577657,0.524146,0.633146,0.539305,0.040896,0.002535,0.543188,0.472300,0.597414,0.691065,0.090505,0.005610,0.691351,0.533600,0.841667
4,20267821,0,0,0,0,1,f00001,f00001,1000,0.464720,0.036234,0.002246,0.463680,0.409316,0.526349,0.542218,0.020387,0.001264,0.538316,0.513310,0.573088,0.331581,0.100473,0.006227,0.328421,0.180000,0.500000
4,20267821,1,0,0,0,1,f10001,f10001,1000,0.561482,0.035676,0.002211,0.560299,0.504121,0.619932,0.541987,0.020707,0.001283,0.538090,0.513358,0.573211,0.694020,0.089589,0.005553,0.693333,0.536667,0.843333
4,20267821,0,1,0,0,1,f01001,f01001,1000,0.506921,0.036234,0.002246,0.505881,0.451518,0.568551,0.753226,0.020387,0.001264,0.749324,0.724318,0.784096,0.331581,0.100473,0.006227,0.328421,0.180000,0.500000
